,title,property_type,location,price,price_category,bedroom,bathroom,price_per_bedroom,added_date,updated_date,month_added,state
1002,5 Bedroom Detached Duplex+ Bq,detached duplex,"ikota, lekki, lagos",230000000.0,high,5.0,5.0,46000000.0,2025-05-11,2026-01-25,2025-05,Lagos
1003,"Very Spacious 2 Bedroom Apartment  With Bq, Swimming Pool,elevator,gym",flat/apartment,"sophisticated 2 bedroom in a serene environment lekki phase 1, lekki phase 1, lekki, lagos",240000000.0,high,2.0,,120000000.0,,2026-01-25,NaT,Lagos
1004,"Aesthetically Pleasing 2 Bedroom Apartment With Swimming Pool, Elevato",flat/apartment,"a very sweet 2 bedroom apartment good for airbnb in lekki phase 1, lekki phase 1, lekki, lagos",290000000.0,high,2.0,,145000000.0,,2026-01-25,NaT,Lagos
1005,Blocks Of Flats Available,flat/apartment,"along bayeku road, ikorodu, lagos",70000000.0,high,2.0,2.0,35000000.0,,2026-01-25,NaT,Lagos
1006,Very Solid 4 Bedroom Semi Detached Duplex With Bq,semi detached duplex,"surulere, lagos",265000000.0,high,4.0,5.0,66250000.0,,2026-01-25,NaT,Lagos
1007,Newly Built 2 Bedroom Apartment In A Serene Location.,flat/apartment,"surulere, lagos",65000000.0,high,2.0,3.0,32500000.0,,2026-01-25,NaT,Lagos
1008,Luxury 5bedroom,flat/apartment,"ajah, lagos",95000000.0,high,5.0,5.0,19000000.0,,2026-01-25,NaT,Lagos
1009,Luxury 5bedroom,flat/apartment,"general paint, ajah, lagos",100000000.0,high,5.0,5.0,20000000.0,,2026-01-25,NaT,Lagos
1010,5 And 4 Bedrooms Duplex And 2 Units Of 2 Bedrooms Flat,house,"olokonla, ajah, lagos",150000000.0,high,13.0,13.0,11538461.54,,2026-01-25,NaT,Lagos
1011,Lovely 4 Bedroom Semi Detached Duplex With A Room Bq,semi detached duplex,"gbagada, lagos",400000000.0,high,4.0,5.0,100000000.0,,2026-01-25,NaT,Lagos
1012,5 Bedroom Detached House Available,flat/apartment,"gra, ogudu, lagos",350000000.0,high,5.0,5.0,70000000.0,,2026-01-25,NaT,Lagos
1013,"Off Plan 2 Bedroom Apartment With Bq, Pool And Gym",flat/apartment,"off hakeem dickson, lekki phase 1, lekki, lagos",195000000.0,high,2.0,2.0,97500000.0,2025-07-07,2026-01-15,2025-07,Lagos
1014,"1,427 Sqm Semi-detached Ligali Ayorinde Street, Victoria Island, Lagos",land,"off ligali ayorinde street, victoria island, lagos, victoria island (vi), lagos",2854000000.0,high,,,,,2026-01-25,NaT,Lagos
1015,Serviced 4 Bedroom Duplex + Room Bq,house,"oniru, victoria island (vi), lagos",450000000.0,high,4.0,4.0,112500000.0,,2026-01-25,NaT,Lagos
1016,Distress  Well Maintained 3 Bedroom Flat Plus Bq  Very Spacious,flat/apartment,"wuraola court, oniru, victoria island (vi), lagos",200000000.0,high,3.0,3.0,66666666.67,,2026-01-25,NaT,Lagos
1017,Luxury 6bedroom,flat/apartment,"northern foreshore, lekki, lagos",550000000.0,high,6.0,6.0,91666666.67,,2026-01-25,NaT,Lagos
1018,Majestically Built 5 Bed Duplex With Swimming Pool,house,"chevron, lekki lagos, lekki, lagos",450000000.0,high,5.0,5.0,90000000.0,,2026-01-25,NaT,Lagos
1019,Luxury 5  Bedroom Duplex Fully Detached,fully detached,"bera estate chevron drive, lekki, lagos",300000000.0,high,5.0,5.0,60000000.0,,2026-01-09,NaT,Lagos
1020,Experience Brand New Luxury 4 Bedroom Duplex With Bq Self Compound,house,"orchid road, lekki, lagos",155000000.0,high,4.0,4.0,38750000.0,,2026-01-14,NaT,Lagos
1021,Spacious Nice 2 Bedroom Apartment Good For Commercial Etc,flat/apartment,"lekki, lagos",70000000.0,high,2.0,2.0,35000000.0,,2026-01-25,NaT,Lagos
1022,Masterpiece 5 Bedroom Fully Detached Duplex With Bq,fully detached,"chevron drive, lekki, lagos",330000000.0,high,5.0,5.0,66000000.0,,2026-01-25,NaT,Lagos
1023,Discover Comfort & Modern Living 3 Bedroom Semi Detached Duplex &bq,semi detached duplex,"harris drive, lekki, lagos",80000000.0,high,3.0,3.0,26666666.67,,2026-01-25,NaT,Lagos
1024,Ditress Sell Gud Deal 2 Bedroom Flat In A Very Gud Neighborhood,flat/apartment,"ikate, lekki, lagos",148000000.0,high,2.0,2.0,74000000.0,,2026-01-09,NaT,Lagos
1025,Ditress 3 Bedroom Duplex Fully Furnished Good For Short Air B And B,house,"ikota, lekki, lagos",100000000.0,high,3.0,3.0,33333333.33,,2026-01-25,NaT,Lagos
1026,Presidential 6 Bedroom House,flat/apartment,"close to pinnock beach estate, osapa, lekki, lagos",1400000000.0,high,6.0,6.0,233333333.3,,2026-01-23,NaT,Lagos
1027,"682.7 Sqm Off Freedom Way, Lekki, Lagos",land,"off freedom way, lekki, lagos, lekki phase 1, lekki, lagos",512000000.0,high,,,,,2026-01-25,NaT,Lagos
1028,2 Bedroom Apartment With Bq,flat/apartment,"parkview, ikoyi, lagos",400000000.0,high,2.0,2.0,200000000.0,,2026-01-25,NaT,Lagos
1029,6 Bedroom Duplex With 2 Bq,house,"banana island, ikoyi, lagos",8800000000.0,high,6.0,6.0,1466666667.0,2025-08-08,2026-01-25,2025-08,Lagos
1030,Lovely 3 Bedroom Semi Detached Duplex With Bq,semi detached duplex,"oregun, ikeja, lagos",370000000.0,high,3.0,3.0,123333333.3,,2026-01-25,NaT,Lagos
1031,Fenced 650sqm Of Land,land,"gated estate by blenco supermarket before shop rite, sangotedo, ajah, lagos",135000000.0,high,,,,,2026-01-25,NaT,Lagos
1032,2 Bedroom Apartment,flat/apartment,"ikate, lekki, lagos",160000000.0,high,2.0,2.0,80000000.0,2026-07-01,2026-01-21,2026-07,Lagos
1033,Distress  Well Maintained 3 Bedroom Flat Plus Bq  Very Spacious,flat/apartment,"wuraola court, oniru, victoria island (vi), lagos",200000000.0,high,3.0,3.0,66666666.67,,2026-01-25,NaT,Lagos
1034,Experience Brand New Luxury 4 Bedroom Duplex With Bq Self Compound,house,"orchid road, lekki, lagos",155000000.0,high,4.0,4.0,38750000.0,,2026-01-14,NaT,Lagos
1035,Spacious Nice 2 Bedroom Apartment Good For Commercial Etc,flat/apartment,"lekki, lagos",70000000.0,high,2.0,2.0,35000000.0,,2026-01-25,NaT,Lagos
1036,Masterpiece 5 Bedroom Fully Detached Duplex With Bq,fully detached,"chevron drive, lekki, lagos",330000000.0,high,5.0,5.0,66000000.0,,2026-01-25,NaT,Lagos
1037,Discover Comfort & Modern Living 3 Bedroom Semi Detached Duplex &bq,semi detached duplex,"harris drive, lekki, lagos",80000000.0,high,3.0,3.0,26666666.67,,2026-01-25,NaT,Lagos
1038,Distress Massive 4 Bedroom Semi_detached Duplex Bq In A Self Compound,detached duplex,"orchid road, lekki, lagos",150000000.0,high,4.0,4.0,37500000.0,,2026-01-25,NaT,Lagos
1039,Luxury 5 Bedroom Detached Duplex With Bq And Pool In A Secured Estate,detached duplex,"chevron toll gate, lekki, lagos",450000000.0,high,5.0,5.0,90000000.0,,2026-01-20,NaT,Lagos
1040,Ditress Sell Gud Deal 2 Bedroom Flat In A Very Gud Neighborhood,flat/apartment,"ikate, lekki, lagos",148000000.0,high,2.0,2.0,74000000.0,,2026-01-09,NaT,Lagos
1041,Ditress 3 Bedroom Duplex Fully Furnished Good For Short Air B And B,house,"ikota, lekki, lagos",100000000.0,high,3.0,3.0,33333333.33,,2026-01-25,NaT,Lagos
1042,"Brand New Nice ,elegant, Luxurious Two Bedroom Apartment",flat/apartment,"off freedom way, ikate elegushi, lekki, lagos",180000000.0,high,2.0,2.0,90000000.0,2025-04-12,2026-01-09,2025-04,Lagos
1043,Presidential 6 Bedroom House,flat/apartment,"close to pinnock beach estate, osapa, lekki, lagos",1400000000.0,high,6.0,6.0,233333333.3,,2026-01-23,NaT,Lagos
1044,Elegant 4 Bedroom Terrace Duplex With Bq In A Prime Location,house,"lekki right, lekki phase 1, lekki, lagos",400000000.0,high,4.0,4.0,100000000.0,,2026-01-24,NaT,Lagos
1045,Elegant 2 Bedroom Apartment With Bq Very Spacious,flat/apartment,"ilaje, ajah, lagos",75000000.0,high,2.0,2.0,37500000.0,2025-05-12,2026-01-25,2025-05,Lagos
1046,Brand New 4 Bedroom Duplex,house,"gbagada, lagos",150000000.0,high,4.0,5.0,37500000.0,,2026-01-24,NaT,Lagos
1047,4 Bedroom Fully Detached Duplex,fully detached,"gbagada, lagos",200000000.0,high,4.0,4.0,50000000.0,,2026-01-24,NaT,Lagos
1048,Luxury Built 5 Bedroom Fully Detached Duplex With A Bq,fully detached,"b. akinsola street, osh estate, isheri gra, magodo, lagos",250000000.0,high,5.0,5.0,50000000.0,2025-02-02,2026-01-24,2025-02,Lagos
1049,4 Bedroom Fully Detached Duplex,fully detached,"gra phase 2, magodo, lagos",500000000.0,high,4.0,4.0,125000000.0,,2026-01-24,NaT,Lagos
1050,Luxury Built 5 Bedroom Fully Detached Duplex With Bq,fully detached,"off tokunbo marculy, gra phase 2, magodo, lagos",500000000.0,high,5.0,5.0,100000000.0,,2026-01-24,NaT,Lagos
1051,Fully Furnished 5 Bedrooms Duplex,house,"peaceville estate, idado, lekki, lagos",1500000000.0,high,5.0,6.0,300000000.0,,2026-01-23,NaT,Lagos
1052,Luxury 5 Bedroom Detached Duplex With Bq And Pool In A Secured Estate,detached duplex,"chevron toll gate, lekki, lagos",450000000.0,high,5.0,5.0,90000000.0,,2026-01-20,NaT,Lagos
1053,4 Bedroom Semi-detached Duplex With Bq,semi detached duplex,"idado, lekki, lagos",250000000.0,high,4.0,5.0,62500000.0,,2026-01-24,NaT,Lagos
1054,The Most Affordable  Self Compound  Semi Detached With Bq,semi detached duplex,"chevron toll gate,   orchid road, lekki, lagos",150000000.0,high,4.0,4.0,37500000.0,,2026-01-24,NaT,Lagos
1055,Alluring And Fantastic 4 Bedroom Detached Duplex,detached duplex,"lekki, lagos",350000000.0,high,5.0,5.0,70000000.0,,2026-01-24,NaT,Lagos
1056,Exquisite And Elegant 4 Bedroom Semi-detached Duplex With Bq,semi detached duplex,"chevron tollgate, lekki, lagos",300000000.0,high,4.0,4.0,75000000.0,,2026-01-24,NaT,Lagos
1057,"Elegant, Brand New 4 Bedroom Semi-detached Duplex",semi detached duplex,"by chevron tollgate, lekki, lagos",210000000.0,high,4.0,5.0,52500000.0,2025-08-10,2026-01-24,2025-08,Lagos
1058,Five Bedroom Fully Detached Duplex,fully detached,"chevron, lekki, lagos",450000000.0,high,5.0,5.0,90000000.0,,2025-12-30,NaT,Lagos
1059,Residential Plot Of Land,land,"chevron, lekki, lagos",195000000.0,high,,,,,2026-01-24,NaT,Lagos
1060,"Lovely 3 Bedroom Terrace Duplex With Bq, Pool, Kid's Play Area",house,"ikate, lekki, lagos",180000000.0,high,3.0,3.0,60000000.0,,2026-01-24,NaT,Lagos
1061,Four Bedroom Terrace Duplex,house,"ikota, lekki, lagos",150000000.0,high,4.0,4.0,37500000.0,2026-06-01,2026-01-20,2026-06,Lagos
1062,Two Bedroom Apartments,flat/apartment,"ologolo, lekki, lagos",150000000.0,high,2.0,2.0,75000000.0,2026-06-01,2026-01-20,2026-06,Lagos
1063,Luxury Four Bedroom Semi Detached Duplex,semi detached duplex,"cowrie creek, ikate elegushi, lekki, lagos",900000000.0,high,4.0,4.0,225000000.0,,2025-12-30,NaT,Lagos
1064,"Contemporary, Superb 5 Bedroom Detached Duplex With Boy's Quarter",detached duplex,"agungi, lekki, lagos",400000000.0,high,5.0,5.0,80000000.0,,2026-01-24,NaT,Lagos
1065,Elegant 4 Bedroom Terrace Duplex With Bq In A Prime Location,house,"lekki right, lekki phase 1, lekki, lagos",400000000.0,high,4.0,4.0,100000000.0,,2026-01-24,NaT,Lagos
1066,Luxury Two Bedroom Apartment,flat/apartment,"lekki phase 1, lekki, lagos",320000000.0,high,2.0,2.0,160000000.0,,2026-01-05,NaT,Lagos
1067,Large 2 Bedroom Flat,flat/apartment,"lekki phase 1, lekki, lagos",300000000.0,high,2.0,2.0,150000000.0,,2026-01-19,NaT,Lagos
1068,Available Plots Buy/build For Residential And Commercial In Omole,land,"by olowora, by berger bus stop area, omole phase 2, ikeja, lagos",300000000.0,high,,,,2024-05-11,2026-01-24,2024-05,Lagos
1069,3 Bedroom Bungalow With Bq And Solar Available In Ibeju Lekki,bungalow,"eleranigbe, ibeju lekki, lagos",69000000.0,high,3.0,3.0,23000000.0,,2026-01-24,NaT,Lagos
1070,Luxury Apartments Off Plan In Maryland,land,"oki lene,  fab court, maryland, lagos",350000000.0,high,3.0,3.0,116666666.7,,2026-01-24,NaT,Lagos
1071,Luxury Built 5 Bedroom Fully Detached Duplex With Bq,fully detached,"off tokunbo marculy, gra phase 2, magodo, lagos",500000000.0,high,5.0,5.0,100000000.0,,2026-01-24,NaT,Lagos
1072,"Large Off Plan 2 Bedrooms Flat With Office, Bq, Concierge, Coffee Shop",flat/apartment,"off ademola adetokunbo, victoria island (vi), lagos",350000000.0,high,2.0,2.0,175000000.0,,2026-01-07,NaT,Lagos
1073,"3 Bedroom Duplex With 24 Hours Light & Pool,  Gym, Football Pitch",house,"orchid road lekk before round about, lekki, lagos",120000000.0,high,3.0,3.0,40000000.0,2025-05-12,2026-01-14,2025-05,Lagos
1074,Well Designed And Modern 1 Bedroom Apartment,flat/apartment,"orchid road, lekki, lagos",60000000.0,high,1.0,1.0,60000000.0,2025-09-12,2026-01-09,2025-09,Lagos
1075,Epitome Newly Built 5 Bedroom Duplex,house,"chevron drive, lekki, lagos",600000000.0,high,5.0,5.0,120000000.0,2025-12-12,2026-01-24,2025-12,Lagos
1076,Classic Fully Furnish Brand New 4 Bedroom Duplex Terrace,house,"orchid road, lekki, lagos",13000000.0,mid,4.0,4.0,3250000.0,,2026-01-14,NaT,Lagos
1077,Ditress 3 Bedrom Duplex Semi Detached Self Compound & Bq,semi detached duplex,"orchid road, lekki, lagos",115000000.0,high,3.0,3.0,38333333.33,2026-07-01,2026-01-24,2026-07,Lagos
1078,Ditress  Dry Land 600sqm Land Buy & Build,land,"orchid road,buena-vista estate, lekki, lagos",175000000.0,high,,,,2026-09-01,2026-01-24,2026-09,Lagos
1079,Developer Delight Half Plot For Purchase 300sqm Bare Land With Driveway,land,"chevy view estate chevron drive, lekki, lagos",170000000.0,high,,,,2026-11-01,2026-01-16,2026-11,Lagos
1080,Massive Model Newly Built 5 Bedroom Duplex With Bq & Swimming Pool,house,"orchid road, round about axis, lekki, lagos",330000000.0,high,5.0,5.0,66000000.0,,2026-01-16,NaT,Lagos
1081,Massive Model Newly Built Five Bedroom Duplex Detected With Bq Pool,house,"orchid road, lekki, lagos",400000000.0,high,5.0,5.0,80000000.0,,2026-01-24,NaT,Lagos
1082,A Well Maintained 2 Unit 3 Bedroom Terrace With Bq Sitting 212sqm,land,"adebowale street, lekki, lagos",800000000.0,high,3.0,3.0,266666666.7,,2026-01-24,NaT,Lagos
1083,Massive 5 Bedrom Duplex Fuly Detached With Bq Cheapest House In Market,detached duplex,"orchid road,round about, lekki, lagos",320000000.0,high,5.0,5.0,64000000.0,,2026-01-17,NaT,Lagos
1084,Newly Built  3 Bedroom Apartment Freedom Way With Pool Elevator Playground,flat/apartment,"lekki one freedom way, lekki, lagos",195000000.0,high,3.0,3.0,65000000.0,,2026-01-24,NaT,Lagos
1085,Super Good Deal Good For Commercial 4 Bedroom Fully Furnished With Bq,flat/apartment,"orchid road, lekki, lagos",200000000.0,high,4.0,4.0,50000000.0,,2026-01-24,NaT,Lagos
1086,"Lovely 2 Bedroom Apartment With Pool,gym And Elevator",flat/apartment,"ikate, lekki, lagos",250000000.0,high,2.0,2.0,125000000.0,,2026-01-24,NaT,Lagos
1087,Newly Built 2 Bedroom Apartment With Pool And Elevator,flat/apartment,"ikate, lekki, lagos",120000000.0,high,2.0,2.0,60000000.0,,2026-01-22,NaT,Lagos
1088,"Magnificent 5 Bedrooms Detached Duplex With Bq, Cinema, Rooftop And Pool",detached duplex,"osapa, lekki, lagos",1550000000.0,high,5.0,5.0,310000000.0,,2026-01-24,NaT,Lagos
1089,Few Plot Of Land For Residential Available In Maryland,land,"maryland, ikeja, lagos",250000000.0,high,,,,,2026-01-24,NaT,Lagos
1090,Own Titled Land In Lagos From Abroad --- Starting From Ã¢Â‚Â¦2m,land,"near caleb university.. lagos nysc orientation canp, agbowa, ikorodu, lagos",4000000.0,low,,,,,2026-01-24,NaT,Lagos
1091,2 Plots Of Land Facing Expressway,land,"lakowe, ibeju lekki, lagos",130000000.0,high,,,,,2026-01-24,NaT,Lagos
1092,Luxury Apartments Building Off Plan In Ikeja,flat/apartment,"maryland, lagos",200000000.0,high,2.0,2.0,100000000.0,,2026-01-24,NaT,Lagos
1093,"3,394sqm Of Fenced And Gated Land",land,"adeola odekun, victoria island (vi), lagos",8000000000.0,high,,,,,2026-01-24,NaT,Lagos
1094,"Newly Build Expert Model 4 Bedrom Duplex With Bq , Very Spacious House",house,"orchid road lekki before round about in secure estate lovely ambiance, lekki, lagos",180000000.0,high,4.0,4.0,45000000.0,,2026-01-24,NaT,Lagos
1095,Model Newly Build 4 Bedroom Duplex Fully Detached With Bq With Pool.,fully detached,"orchid road lekki before round about, lekki, lagos",170000000.0,high,4.0,4.0,42500000.0,,2026-01-24,NaT,Lagos
1096,Stunning 5 Bedroom Detached Duplex With Bq,detached duplex,"chevron, lekki, lagos",360000000.0,high,4.0,4.0,90000000.0,,2026-01-24,NaT,Lagos
1097,Stunning 5 Bedroom Detached Duplex With Swimming Pool And Bq,detached duplex,"oral estate, lekki, lagos",500000000.0,high,5.0,5.0,100000000.0,,2026-01-24,NaT,Lagos
1098,Lovely 4 Bedroom Fully Detached Duplex With Bq,fully detached,"orchid, lekki, lagos",400000000.0,high,4.0,5.0,100000000.0,,2026-01-24,NaT,Lagos
1099,Brand New 3bedrooms Terrace Duplex,house,"ikota gra, ikota, lekki, lagos",100000000.0,high,3.0,,33333333.33,,2026-01-24,NaT,Lagos
1100,Magnifying 4 Bedrooms Terraced Duplex On 3 Floors With A Room Bq,terraced duplex,"abiola's court, osapa, lekki, lagos",170000000.0,high,4.0,,42500000.0,,2026-01-24,NaT,Lagos
1101,Neatly Built 4 Bedroom Terrace Duplex With Bq -,house,"osapa, lekki, lagos",330000000.0,high,4.0,4.0,82500000.0,,2026-01-24,NaT,Lagos
1102,Sumptuous  4 Units Of 5 Bedroom Terraced Duplexes (each On 3 Floors),terraced duplex,"agungi, lekki, lagos",750000000.0,high,20.0,,37500000.0,,2026-01-24,NaT,Lagos
1103,Beautiful Massive 4 Bedroom Terrace Duplex With A Swimming Pool,house,"luxurious 4 bedroom in a secured environment, lekki phase 1, lekki phase 1, lekki, lagos",470000000.0,high,4.0,,117500000.0,,2026-01-25,NaT,Lagos
1104,Luxurious Sweet 2 Bedroom Apartment Very Spacious,flat/apartment,"ikoyi, lagos",250000000.0,high,2.0,2.0,125000000.0,,2026-01-24,NaT,Lagos
1105,Brand New With Mega Luxury 4bedroom Condo On 3floors + Bq,flat/apartment,"probyn road, off bourdilon road, old ikoyi, ikoyi, lagos",2500000000.0,high,4.0,4.0,625000000.0,,2026-01-24,NaT,Lagos
1106,Lovely 3 Bedroom Semi Detached Duplex With Bq,semi detached duplex,"ikeja, lagos",370000000.0,high,3.0,4.0,123333333.3,,2026-01-24,NaT,Lagos
1107,5 Bedroom Detached Duplex With Bq,detached duplex,"harmony enclave estate, adeniyi jones, ikeja, lagos",650000000.0,high,5.0,5.0,130000000.0,,2025-12-08,NaT,Lagos
1108,Stunning 6 Bedroom Fully Detached Duplex Plus Pool & Bq,fully detached,"ikeja gra, ikeja, lagos",2000000000.0,high,6.0,,333333333.3,,2026-01-24,NaT,Lagos
1109,Dry And Ready To Build 500sqm Plot Of Land In A Well Laid Estate,land,"igbokuta, igberigbe, ikorodu, lagos",6000000.0,low,,,,,2026-01-24,NaT,Lagos
1110,A Luxury 4 Bedroom Duplex,house,"pepperoni abraham adesanya, ajah, lagos",98000000.0,high,4.0,5.0,24500000.0,,2026-01-24,NaT,Lagos
1111,3 Bedroom Terrace Duplex,house,"sangotedo, ajah, lagos",95000000.0,high,3.0,3.0,31666666.67,,2026-01-24,NaT,Lagos
1112,Luxurious Spacious 4 Bedroom Terrace House,flat/apartment,"idowu akindele crescent, gra phase 2, magodo, lagos",350000000.0,high,4.0,4.0,87500000.0,,2026-01-24,NaT,Lagos
1113,"8th Floor Pent-floor 2 Bedrooms Luxury Flat With Bq, Pool And Gym",flat/apartment,"off ahmadu bello way, victoria island (vi), lagos",400000000.0,high,2.0,2.0,200000000.0,2025-11-09,2026-01-10,2025-11,Lagos
1114,Luxury 3bed Room With A Bq,flat/apartment,"femi phares, victoria island (vi), lagos",550000000.0,high,3.0,3.0,183333333.3,,2026-01-24,NaT,Lagos
1115,"Modern, Catchy, And Lovely Built 2 Bedroom Smart Terrace Duplex.",house,"off orchid road, lekki, lagos",125000000.0,high,2.0,3.0,62500000.0,,2026-01-24,NaT,Lagos
1116,Magniriciously Built 6 Bedroom Fully Detached Duplex With Pent,fully detached,"bera estate, chevron, lekki, lagos",390000000.0,high,6.0,6.0,65000000.0,,2026-01-24,NaT,Lagos
1117,Fantastically Finished 4 Bedroom Smart Terrace Duplex.,house,"off orchid road, lekki, lagos",180000000.0,high,4.0,4.0,45000000.0,,2026-01-24,NaT,Lagos
1118,A 3 Bedroom Apartment Located On The Last Floor At Lekki Paradise 3,flat/apartment,"lekki paradise 3, chevron drive, lekki, lagos",80000000.0,high,3.0,,26666666.67,,2026-01-24,NaT,Lagos
1119,Tastefully Built 5 Bedroom Fully Detached Duplex With  Bq.,fully detached,"orchid, lekki, lagos",360000000.0,high,5.0,5.0,72000000.0,,2026-01-24,NaT,Lagos
1120,Beautifully Built 6 Bedroom Fully Detached Duplex With  Bq.,fully detached,"orchid, lekki, lagos",400000000.0,high,6.0,6.0,66666666.67,,2026-01-24,NaT,Lagos
1121,Beautifully Built 4 Bedroom Semi Detached Duplex With  Bq.,semi detached duplex,"idado, lekki, lagos",250000000.0,high,4.0,4.0,62500000.0,,2026-01-24,NaT,Lagos
1122,Neatly Built 4 Bedroom Terrace Duplex With Bq -,house,"osapa, lekki, lagos",330000000.0,high,4.0,4.0,82500000.0,,2026-01-24,NaT,Lagos
1123,Beautifully Built 5 Bedroom Fully Detached Duplex - Bq- (front Unit),fully detached,"osapa, lekki, lagos",300000000.0,high,5.0,5.0,60000000.0,,2026-01-24,NaT,Lagos
1124,Neatly Built 5 Bedroom Fully Detached Duplex With Bq -,fully detached,"osapa, lekki, lagos",750000000.0,high,5.0,5.0,150000000.0,,2026-01-24,NaT,Lagos
1125,"New 2bedroom Apartment With Open Plan Kitchen, Elevator,pool & Gym",flat/apartment,"estate opposite dominos pizza with good drainage, agungi, lekki, lagos",120000000.0,high,2.0,2.0,60000000.0,,2026-01-25,NaT,Lagos
1126,Premium 2 Bedroom Penthouse Maisonette With 2 Living Rooms 3 Balconies,flat/apartment,"lekki phase 1, lekki, lagos",220000000.0,high,2.0,2.0,110000000.0,,2026-01-24,NaT,Lagos
1127,Newly Spacious 4 Bedrom Terrace Duplex+ Bq,house,"kudirat abiola way, oregun, ikeja, lagos",290000000.0,high,4.0,5.0,72500000.0,,2026-01-24,NaT,Lagos
1128,4 Bedroom Duplex With 2 No 2 Bedroom Flat And 2 Room Bq With C Of O,house,"off kudirat abiola way, oregun ikeja, oregun, ikeja, lagos",250000000.0,high,4.0,,62500000.0,,2026-01-24,NaT,Lagos
